time,side,price,shares,amount,commission,stamp_tax,cash_after,position_shares,asset,position_pct,reason,detail,execution_source,orderbook_fallback
2026-05-25 10:14:00,SELL,50.05,5300,265265.0,26.5265,132.6325,454825.4937,21000,1505875.4937,0.697966,V5 local trim,trim=0.96 day_dev=1.54% local_dev=2.65% vel=0.95% acc=-0.55% vol=1.2x,price,False
2026-05-25 11:00:00,SELL,51.0,5900,300900.0,30.09,150.45,755544.9537,15100,1525644.9537,0.50477,V5 cross-day reduce,cross_sell=0.51 target=50.7% timing=0.50 day_dev=2.32% local_dev=0.74% vel=0.43% acc=-1.88% vol=3.8x,price,False
2026-05-25 13:06:00,SELL,52.95,3400,180030.0,18.003,90.015,935466.9357,11700,1554981.9357,0.398407,V5 local trim,trim=0.92 day_dev=4.97% local_dev=2.17% vel=-0.06% acc=-3.88% vol=1.6x,price,False
2026-05-26 09:33:00,BUY,51.88,100,5188.0,5.0,0.0,930273.9357,11800,1542457.9357,0.396889,V5 floor refill,floor=1.00 day_dev=-2.46% local_dev=-2.46% vel=0.00% acc=0.00% vol=0.0x,price,False
2026-05-26 10:47:00,BUY,51.47,100,5147.0,5.0,0.0,925121.9357,11900,1537614.9357,0.39834,V5 floor refill,floor=1.00 day_dev=-1.76% local_dev=-0.95% vel=-0.64% acc=-0.02% vol=1.9x,price,False
2026-05-27 11:23:00,BUY,50.74,100,5074.0,5.0,0.0,920042.9357,12000,1528922.9357,0.398241,V5 floor refill,floor=1.00 day_dev=-3.82% local_dev=-1.22% vel=-0.22% acc=0.97% vol=1.4x,price,False
2026-05-27 13:42:00,BUY,50.05,100,5005.0,5.0,0.0,915032.9357,12100,1520637.9357,0.398257,V5 floor refill,floor=1.00 day_dev=-4.20% local_dev=-0.80% vel=-0.30% acc=0.51% vol=1.5x,price,False
2026-05-27 14:00:00,BUY,49.77,16900,841113.0,84.1113,0.0,73835.8244,29000,1517165.8244,0.951333,V5 cross-day add,cross_buy=0.67 target=95.3% timing=0.53 day_dev=-4.22% local_dev=-0.41% vel=-0.28% acc=0.32% vol=1.4x exec=delayed_buy,price,False
2026-05-28 13:34:09,SELL,49.99,4600,229954.0,22.9954,114.977,303651.852,24400,1523407.852,0.800676,V5 local trim,trim=0.74 day_dev=1.75% local_dev=1.62% vel=0.40% acc=-0.61% vol=1.5x,bp1,False
2026-06-01 10:00:27,SELL,47.79,700,33453.0,5.0,16.7265,337083.1255,23700,1470180.1255,0.77072,V5 local trim,trim=0.70 day_dev=1.40% local_dev=1.51% vel=0.13% acc=-0.83% vol=0.4x,bp1,False
2026-06-01 10:47:00,BUY,47.19,4600,217074.0,21.7074,0.0,119987.4181,28300,1454615.4181,0.917513,V5 local short cover,short_cover=0.88 day_dev=-0.58% local_dev=-1.93% vel=0.21% acc=1.49% vol=0.7x base=95.3% entry_ret=-1.36% cycle=short,sp1,False
2026-06-03 10:01:42,SELL,49.09,9800,481082.0,48.1082,240.541,600780.7689,18500,1508945.7689,0.601854,V5 cross-day reduce,cross_sell=0.25 target=60.5% timing=0.49 day_dev=2.57% local_dev=2.35% vel=0.45% acc=-0.00% vol=0.8x,bp1,False
