time,side,price,shares,amount,commission,stamp_tax,cash_after,position_shares,asset,position_pct,reason,detail,execution_source,orderbook_fallback
2026-04-30 14:01:00,BUY,55.13,6900,380397.0,38.0397,0.0,295853.5239,20500,1426018.5239,0.792532,V5 cross-day add,cross_buy=0.25 target=79.6% timing=0.32 day_dev=-0.72% local_dev=-0.01% vel=0.16% acc=0.53% vol=1.8x exec=delayed_buy,price,False
2026-04-30 14:41:00,SELL,55.17,2400,132408.0,13.2408,66.204,428182.0791,18100,1426759.0791,0.699892,V5R regime cap reduce,"regime=EXHAUSTION px=55.17 vol_ratio=0.54 score=0.00 regime=EXHAUSTION band=30-70% score=0.00 tags=below_vwap,higher_lows,below_ma5",price,False
2026-05-06 10:39:00,SELL,57.26,4200,240492.0,24.0492,120.246,668529.7839,13900,1464443.7839,0.543492,V5 cross-day reduce,cross_sell=0.41 target=54.5% timing=0.39 day_dev=2.70% local_dev=1.54% vel=1.09% acc=-0.08% vol=1.8x,price,False
2026-05-07 10:21:00,SELL,56.01,1700,95217.0,9.5217,47.6085,763689.6537,12200,1447011.6537,0.47223,V5 cross-day reduce,cross_sell=0.59 target=47.4% timing=0.64 day_dev=2.61% local_dev=1.37% vel=0.57% acc=-0.92% vol=2.1x,price,False
2026-05-11 10:15:00,SELL,58.54,2200,128788.0,12.8788,64.394,892400.3809,10000,1477800.3809,0.396129,V5 local trim,trim=0.80 day_dev=0.84% local_dev=1.80% vel=0.24% acc=-0.96% vol=0.4x,price,False
2026-05-11 10:19:00,BUY,58.22,100,5822.0,5.0,0.0,886573.3809,10100,1474595.3809,0.398768,V5 floor refill,floor=1.00 day_dev=0.26% local_dev=1.23% vel=-0.65% acc=-1.23% vol=0.5x,price,False
2026-05-13 10:45:00,BUY,57.25,100,5725.0,5.0,0.0,880843.3809,10200,1464793.3809,0.398657,V5 floor refill,floor=1.00 day_dev=-1.29% local_dev=-0.75% vel=-0.49% acc=-0.19% vol=1.6x,price,False
2026-05-13 11:14:00,BUY,56.21,100,5621.0,5.0,0.0,875217.3809,10300,1454180.3809,0.398137,V5 floor refill,floor=1.00 day_dev=-2.43% local_dev=-1.01% vel=-0.85% acc=-0.32% vol=1.5x,price,False
2026-05-13 11:25:00,BUY,55.41,100,5541.0,5.0,0.0,869671.3809,10400,1445935.3809,0.398541,V5 floor refill,floor=1.00 day_dev=-3.24% local_dev=-1.37% vel=-0.86% acc=-0.34% vol=1.5x,price,False
2026-05-13 13:01:00,BUY,54.32,100,5432.0,5.0,0.0,864234.3809,10500,1434594.3809,0.397576,V5 floor refill,floor=1.00 day_dev=-4.54% local_dev=-2.43% vel=-2.09% acc=-1.88% vol=2.1x,price,False
2026-05-13 13:07:00,BUY,54.42,2000,108840.0,10.884,0.0,755383.4969,12500,1435633.4969,0.473833,V5 local short cover,short_cover=0.92 day_dev=-4.09% local_dev=-1.79% vel=0.57% acc=3.22% vol=0.7x base=47.4% entry_ret=-7.04% cycle=short,price,False
2026-05-13 14:00:00,SELL,54.68,2000,109360.0,10.936,54.68,864677.8809,10500,1438817.8809,0.399036,V5 local trim,trim=0.71 day_dev=-1.79% local_dev=1.53% vel=0.57% acc=-0.87% vol=1.1x,price,False
2026-05-14 09:30:00,BUY,52.3,300,15690.0,5.0,0.0,848982.8809,10800,1413822.8809,0.399513,V5 floor refill,floor=1.00 day_dev=-1.09% local_dev=-1.09% vel=0.00% acc=0.00% vol=0.0x,price,False
2026-05-14 10:10:00,BUY,51.29,100,5129.0,5.0,0.0,843848.8809,10900,1402909.8809,0.398501,V5 floor refill,floor=1.00 day_dev=-1.86% local_dev=-1.64% vel=-1.29% acc=-1.85% vol=1.3x,price,False
2026-05-14 14:00:00,BUY,51.2,5500,281600.0,28.16,0.0,562220.7209,16400,1401900.7209,0.598958,V5R regime floor restore,"regime=OVERSOLD_BOUNCE px=51.20 vol_ratio=0.98 score=1.00 regime=OVERSOLD_BOUNCE band=60-100% score=1.00 tags=below_vwap,break_recent_low,higher_lows,below_ma5",price,False
2026-05-15 10:03:00,BUY,46.35,2400,111240.0,11.124,0.0,450969.5969,18800,1322349.5969,0.658963,V5 local long entry,long_entry=0.96 day_dev=-3.33% local_dev=-2.93% vel=0.43% acc=2.05% vol=1.0x,price,False
2026-05-15 11:03:00,SELL,47.02,2400,112848.0,11.2848,56.424,563749.8881,16400,1334877.8881,0.577677,V5 local long profit exit,long_exit=1.00 day_dev=-1.15% local_dev=0.86% vel=0.60% acc=0.32% vol=1.1x base=60.0% entry_ret=1.45% cycle=long,price,False
2026-05-15 14:42:00,BUY,46.29,9400,435126.0,43.5126,0.0,128580.3755,25800,1322862.3755,0.902801,V5 cross-day add,cross_buy=0.53 target=90.3% timing=0.53 day_dev=-2.23% local_dev=0.27% vel=0.43% acc=0.41% vol=1.8x exec=delayed_buy,price,False
2026-05-18 10:02:00,SELL,46.67,4300,200681.0,20.0681,100.3405,329140.9669,21500,1332545.9669,0.752998,V5 local trim,trim=0.73 day_dev=1.50% local_dev=1.59% vel=-0.13% acc=-0.84% vol=0.5x,price,False
2026-05-18 14:08:00,BUY,45.61,1800,82098.0,8.2098,0.0,247034.7571,23300,1309747.7571,0.811388,V5 cross-day add,cross_buy=0.30 target=81.5% timing=0.34 day_dev=-0.93% local_dev=-0.11% vel=0.29% acc=0.46% vol=1.9x exec=delayed_buy,price,False
2026-05-19 13:29:00,SELL,45.45,6500,295425.0,29.5425,147.7125,542282.5021,16800,1305842.5021,0.584726,V5 cross-day reduce,cross_sell=0.30 target=58.7% timing=0.32 day_dev=1.82% local_dev=0.87% vel=0.38% acc=-0.47% vol=1.8x,price,False
2026-05-21 10:13:00,SELL,56.56,5500,311080.0,31.108,155.54,853175.8541,11300,1492303.8541,0.428283,V5 local trim,trim=0.82 day_dev=1.52% local_dev=1.85% vel=0.80% acc=-1.46% vol=1.0x,price,False
2026-05-22 14:00:00,BUY,49.55,13600,673880.0,67.388,0.0,179228.4661,24900,1413023.4661,0.87316,V5 cross-day add,cross_buy=0.46 target=87.4% timing=0.23 day_dev=-1.60% local_dev=-0.15% vel=-0.30% acc=-0.56% vol=0.8x exec=delayed_buy,price,False
2026-05-25 10:14:00,SELL,50.05,5000,250250.0,25.025,125.125,429328.3161,19900,1425323.3161,0.698785,V5 local trim,trim=0.96 day_dev=1.54% local_dev=2.65% vel=0.95% acc=-0.55% vol=1.2x,price,False
2026-05-25 11:00:00,SELL,51.0,5600,285600.0,28.56,142.8,714756.9561,14300,1444056.9561,0.505035,V5 cross-day reduce,cross_sell=0.51 target=50.7% timing=0.50 day_dev=2.32% local_dev=0.74% vel=0.43% acc=-1.88% vol=3.8x,price,False
2026-05-25 13:06:00,SELL,52.95,3200,169440.0,16.944,84.72,884095.2921,11100,1471840.2921,0.399327,V5 local trim,trim=0.92 day_dev=4.97% local_dev=2.17% vel=-0.06% acc=-3.88% vol=1.6x,price,False
2026-05-26 09:33:00,BUY,51.88,100,5188.0,5.0,0.0,878902.2921,11200,1459958.2921,0.397995,V5 floor refill,floor=1.00 day_dev=-2.46% local_dev=-2.46% vel=0.00% acc=0.00% vol=0.0x,price,False
2026-05-26 11:04:00,BUY,51.23,100,5123.0,5.0,0.0,873774.2921,11300,1452673.2921,0.398506,V5 floor refill,floor=1.00 day_dev=-2.11% local_dev=-0.90% vel=-0.81% acc=-0.29% vol=1.0x,price,False
2026-05-27 13:00:00,BUY,50.46,100,5046.0,5.0,0.0,868723.2921,11400,1443967.2921,0.398377,V5 floor refill,floor=1.00 day_dev=-4.16% local_dev=-1.34% vel=-0.38% acc=0.23% vol=1.0x,price,False
2026-05-27 13:54:00,BUY,49.75,100,4975.0,5.0,0.0,863743.2921,11500,1435868.2921,0.398452,V5 floor refill,floor=1.00 day_dev=-4.45% local_dev=-0.75% vel=-1.01% acc=-1.64% vol=1.9x,price,False
2026-05-27 14:00:00,BUY,49.77,15900,791343.0,79.1343,0.0,72321.1578,27400,1436019.1578,0.949638,V5 cross-day add,cross_buy=0.67 target=95.3% timing=0.53 day_dev=-4.22% local_dev=-0.41% vel=-0.28% acc=0.32% vol=1.4x exec=delayed_buy,price,False
2026-05-27 14:40:00,SELL,50.16,7300,366168.0,36.6168,183.084,438269.457,20100,1446485.457,0.697011,V5R regime cap reduce,"regime=EXHAUSTION px=50.16 vol_ratio=0.74 score=0.00 regime=EXHAUSTION band=30-70% score=0.00 tags=below_vwap,higher_lows,below_ma5",price,False
2026-05-28 13:34:09,SELL,49.99,4200,209958.0,20.9958,104.979,648101.4822,15900,1442942.4822,0.550847,V5 local trim,trim=0.74 day_dev=1.75% local_dev=1.62% vel=0.40% acc=-0.61% vol=1.5x,bp1,False
2026-05-29 14:02:06,BUY,47.95,1700,81515.0,8.1515,0.0,566578.3307,17600,1410498.3307,0.598313,V5R regime floor restore,"regime=OVERSOLD_BOUNCE px=47.95 vol_ratio=0.80 score=1.00 regime=OVERSOLD_BOUNCE band=60-100% score=1.00 tags=below_vwap,break_recent_low,higher_lows,below_ma5",sp1,False
2026-06-01 10:00:27,SELL,47.79,4200,200718.0,20.0718,100.359,767175.8999,13400,1407829.8999,0.455065,V5 local trim,trim=0.70 day_dev=1.40% local_dev=1.51% vel=0.13% acc=-0.83% vol=0.4x,bp1,False
2026-06-01 10:47:00,BUY,47.19,4400,207636.0,20.7636,0.0,559519.1363,17800,1398967.1363,0.600048,V5 local short cover,short_cover=0.88 day_dev=-0.58% local_dev=-1.93% vel=0.21% acc=1.49% vol=0.7x base=60.0% entry_ret=-1.36% cycle=short,sp1,False
2026-06-03 10:01:48,SELL,49.1,2100,103110.0,10.311,51.555,662567.2703,15700,1433908.2703,0.537929,V5 cross-day reduce,cross_sell=0.42 target=54.1% timing=0.70 day_dev=2.66% local_dev=2.42% vel=0.29% acc=-0.56% vol=0.7x,bp1,False
